R,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
5.0e8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1.384e-9,9.019e-10,5.826e-10,3.753e-10,2.414e-10,1.551e-10,9.953e-11,6.383e-11,4.09e-11,2.619e-11,1.677e-11,1.073e-11,6.86e-12,4.385e-12,2.802e-12,1.789e-12,1.142e-12,7.292e-13,4.653e-13,2.968e-13,1.893e-13,1.207e-13,7.692e-14,4.902e-14,3.123e-14,1.989e-14,1.267e-14,8.066e-15,5.135e-15,Inf,Inf,Inf,Inf,Inf,Inf,Inf
6.0e8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1.385e-9,9.135e-10,5.937e-10,3.842e-10,2.482e-10,1.601e-10,1.032e-10,6.644e-11,4.275e-11,2.749e-11,1.766e-11,1.135e-11,7.284e-12,4.675e-12,2.999e-12,1.923e-12,1.233e-12,7.898e-13,5.059e-13,3.24e-13,2.074e-13,1.328e-13,8.496e-14,5.435e-14,3.476e-14,2.223e-14,1.421e-14,9.085e-15,5.806e-15,Inf,Inf,Inf,Inf,Inf,Inf,Inf
7.0e8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,9.203e-10,6.02e-10,3.912e-10,2.536e-10,1.642e-10,1.062e-10,6.86e-11,4.429e-11,2.857e-11,1.842e-11,1.187e-11,7.648e-12,4.924e-12,3.169e-12,2.039e-12,1.311e-12,8.43e-13,5.418e-13,3.481e-13,2.236e-13,1.436e-13,9.218e-14,5.916e-14,3.796e-14,2.436e-14,1.562e-14,1.002e-14,6.424e-15,Inf,Inf,Inf,Inf,Inf,Inf,Inf
8.0e8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,9.227e-10,6.083e-10,3.969e-10,2.581e-10,1.676e-10,1.087e-10,7.044e-11,4.561e-11,2.951e-11,1.908e-11,1.233e-11,7.966e-12,5.143e-12,3.32e-12,2.142e-12,1.381e-12,8.904e-13,5.739e-13,3.698e-13,2.382e-13,1.534e-13,9.874e-14,6.355e-14,4.089e-14,2.631e-14,1.692e-14,1.088e-14,6.997e-15,Inf,Inf,Inf,Inf,Inf,Inf,Inf
9.0e8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,9.227e-10,6.13e-10,4.015e-10,2.619e-10,1.705e-10,1.109e-10,7.203e-11,4.676e-11,3.033e-11,1.966e-11,1.274e-11,8.248e-12,5.339e-12,3.454e-12,2.234e-12,1.444e-12,9.334e-13,6.03e-13,3.895e-13,2.515e-13,1.623e-13,1.048e-13,6.759e-14,4.36e-14,2.812e-14,1.813e-14,1.169e-14,7.533e-15,Inf,Inf,Inf,Inf,Inf,Inf,Inf
1.0e9,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,6.162e-10,4.053e-10,2.651e-10,1.73e-10,1.128e-10,7.343e-11,4.777e-11,3.105e-11,2.018e-11,1.31e-11,8.501e-12,5.515e-12,3.576e-12,2.318e-12,1.502e-12,9.725e-13,6.297e-13,4.076e-13,2.637e-13,1.706e-13,1.103e-13,7.135e-14,4.612e-14,2.981e-14,1.926e-14,1.244e-14,8.038e-15,Inf,Inf,Inf,Inf,Inf,Inf,Inf
2.0e9,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,6.188e-10,4.177e-10,2.814e-10,1.87e-10,1.238e-10,8.181e-11,5.4e-11,3.561e-11,2.346e-11,1.545e-11,1.017e-11,6.688e-12,4.397e-12,2.89e-12,1.898e-12,1.247e-12,8.183e-13,5.37e-13,3.523e-13,2.311e-13,1.515e-13,9.931e-14,6.508e-14,4.264e-14,2.793e-14,1.829e-14,1.198e-14,Inf,Inf,Inf,Inf,Inf,Inf,Inf
3.0e9,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,2.837e-10,1.925e-10,1.289e-10,8.593e-11,5.719e-11,3.802e-11,2.526e-11,1.676e-11,1.112e-11,7.372e-12,4.884e-12,3.235e-12,2.141e-12,1.417e-12,9.374e-13,6.199e-13,4.098e-13,2.708e-13,1.79e-13,1.182e-13,7.806e-14,5.154e-14,3.402e-14,2.245e-14,1.481e-14,Inf,Inf,Inf,Inf,Inf,Inf,Inf
4.0e9,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1.938e-10,1.316e-10,8.842e-11,5.921e-11,3.959e-11,2.645e-11,1.765e-11,1.177e-11,7.846e-12,5.227e-12,3.48e-12,2.316e-12,1.541e-12,1.025e-12,6.813e-13,4.528e-13,3.008e-13,1.998e-13,1.327e-13,8.808e-14,5.846e-14,3.879e-14,2.574e-14,1.707e-14,Inf,Inf,Inf,Inf,Inf,Inf,Inf
5.0e9,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1.329e-10,9.004e-11,6.061e-11,4.071e-11,2.731e-11,1.83e-11,1.226e-11,8.205e-12,5.488e-12,3.669e-12,2.452e-12,1.638e-12,1.094e-12,7.3e-13,4.871e-13,3.249e-13,2.167e-13,1.445e-13,9.629e-14,6.417e-14,4.275e-14,2.847e-14,1.896e-14,Inf,Inf,Inf,Inf,Inf,Inf,Inf
6.0e9,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1.331e-10,9.109e-11,6.163e-11,4.156e-11,2.798e-11,1.882e-11,1.264e-11,8.491e-12,5.698e-12,3.822e-12,2.563e-12,1.717e-12,1.15e-12,7.704e-13,5.157e-13,3.451e-13,2.309e-13,1.544e-13,1.033e-13,6.904e-14,4.614e-14,3.083e-14,2.06e-14,Inf,Inf,Inf,Inf,Inf,Inf,Inf
7.0e9,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,9.171e-11,6.239e-11,4.222e-11,2.851e-11,1.923e-11,1.296e-11,8.726e-12,5.873e-12,3.95e-12,2.655e-12,1.784e-12,1.199e-12,8.048e-13,5.402e-13,3.625e-13,2.432e-13,1.631e-13,1.094e-13,7.33e-14,4.912e-14,3.291e-14,2.205e-14,Inf,Inf,Inf,Inf,Inf,Inf,Inf
8.0e9,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,9.194e-11,6.296e-11,4.275e-11,2.894e-11,1.957e-11,1.322e-11,8.925e-12,6.021e-12,4.059e-12,2.735e-12,1.842e-12,1.24e-12,8.349e-13,5.617e-13,3.778e-13,2.54e-13,1.707e-13,1.147e-13,7.709e-14,5.178e-14,3.477e-14,2.335e-14,Inf,Inf,Inf,Inf,Inf,Inf,Inf
9.0e9,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,9.194e-11,6.337e-11,4.318e-11,2.931e-11,1.986e-11,1.345e-11,9.096e-12,6.149e-12,4.154e-12,2.805e-12,1.893e-12,1.277e-12,8.614e-13,5.807e-13,3.914e-13,2.637e-13,1.776e-13,1.196e-13,8.051e-14,5.418e-14,3.646e-14,2.461e-14,Inf,Inf,Inf,Inf,Inf,Inf,Inf
1.0e10,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,6.365e-11,4.353e-11,2.962e-11,2.011e-11,1.364e-11,9.246e-12,6.262e-12,4.238e-12,2.867e-12,1.939e-12,1.31e-12,8.852e-13,5.978e-13,4.036e-13,2.724e-13,1.838e-13,1.24e-13,8.362e-14,5.638e-14,3.8e-14,2.571e-14,Inf,Inf,Inf,Inf,Inf,Inf,Inf
2.0e10,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,4.756e-12,3.255e-12,2.227e-12,1.523e-12,1.041e-12,7.109e-13,4.855e-13,3.314e-13,2.262e-13,1.543e-13,1.053e-13,7.177e-14,4.893e-14,3.335e-14,Inf,Inf,Inf,Inf,Inf,Inf,Inf
3.0e10,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,3.121e-11,2.194e-11,1.525e-11,1.055e-11,7.284e-12,5.023e-12,3.461e-12,2.384e-12,1.64e-12,1.128e-12,7.759e-13,5.333e-13,3.664e-13,2.517e-13,1.728e-13,1.186e-13,8.141e-14,5.585e-14,3.831e-14,Inf,Inf,Inf,Inf,Inf,Inf,Inf
4.0e10,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,2.197e-11,1.548e-11,1.079e-11,7.494e-12,5.193e-12,3.595e-12,2.487e-12,1.72e-12,1.188e-12,8.209e-13,5.667e-13,3.911e-13,2.698e-13,1.861e-13,1.283e-13,8.844e-14,6.095e-14,4.199e-14,Inf,Inf,Inf,Inf,Inf,Inf,Inf
5.0e10,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1.554e-11,1.094e-11,7.635e-12,5.313e-12,3.692e-12,2.563e-12,1.778e-12,1.233e-12,8.547e-13,5.921e-13,4.1e-13,2.838e-13,1.964e-13,1.359e-13,9.398e-14,6.498e-14,4.492e-14,Inf,Inf,Inf,Inf,Inf,Inf,Inf
6.0e10,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1.102e-11,7.733e-12,5.401e-12,3.765e-12,2.622e-12,1.824e-12,1.268e-12,8.816e-13,6.125e-13,4.253e-13,2.952e-13,2.048e-13,1.421e-13,9.853e-14,6.831e-14,4.735e-14,Inf,Inf,Inf,Inf,Inf,Inf,Inf
